web-scraper-order,web-scraper-start-url,vulnerability_type,name-href,affects_name,affects_version,type,published,page,page-href,versions,sign,CREDIT,disclosed,CVE,CWE,SNYK ID
1518449984-29884,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MOIN-40051,moin,"[,1.7.3), [1.9,1.9.3)",pip,"08 May, 2010",127,https://snyk.io/vuln/page/127,"[,1.7.3), [1.9,1.9.3)",M,Unknown,"08 May, 2010",CVE-2010-2969,CWE-79,SNYK-PYTHON-MOIN-40051
1518451361-30442,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40560,sentry,"[,7.0.0)",pip,"08 May, 2014",108,https://snyk.io/vuln/page/108,"[,7.0.0)",M,Unknown,"08 May, 2014",null,CWE-79,SNYK-PYTHON-SENTRY-40560
1518452572-30920,http://f92dd709.ngrok.io,Arbitrary File Creation,https://snyk.io/vuln/SNYK-PYTHON-DIDJVU-40594,didjvu,"[,0.4)",pip,"08 May, 2015",92,https://snyk.io/vuln/page/92,"[,0.4)",L,Jakub Wilk,"08 May, 2015",null,null,SNYK-PYTHON-DIDJVU-40594
1518450869-30241,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-REVIEWBOARD-40015,reviewboard,"[1.6,1.6.18], [1.7,1.7.14]",pip,"08 Oct, 2013",115,https://snyk.io/vuln/page/115,"[1.6,1.6.18], [1.7,1.7.14]",M,Unknown,"08 Oct, 2013",CVE-2013-4409,null,SNYK-PYTHON-REVIEWBOARD-40015
1518456033-31142,http://f92dd709.ngrok.io,HTTP Response Splitting,https://snyk.io/vuln/SNYK-PYTHON-WEBOB-40490,webob,"[,1.6.0a0)",pip,"08 Oct, 2015",85,https://snyk.io/vuln/page/85,"[,1.6.0a0)",M,liquidworm,"07 Oct, 2015",null,CWE-113,SNYK-PYTHON-WEBOB-40490
1518476463-31471,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40393,plone,"[4.0,5.1a1]",pip,"09 Apr, 2016",74,https://snyk.io/vuln/page/74,"[4.0,5.1a1]",H,Thomas Mogensen,"09 Apr, 2016",CVE-2016-4041,null,SNYK-PYTHON-PLONE-40393
1518451791-30629,http://f92dd709.ngrok.io,Authentication Bypass,https://snyk.io/vuln/SNYK-PYTHON-REQUESTSKERBEROS-40296,requests-kerberos,"[0.2,0.6)",pip,"09 Aug, 2014",102,https://snyk.io/vuln/page/102,"[0.2,0.6)",M,Michael Komitee,"09 Aug, 2014",CVE-2014-8650,CWE-287,SNYK-PYTHON-REQUESTSKERBEROS-40296
1518450958-30273,http://f92dd709.ngrok.io,Man-in-the-Middle (MitM),https://snyk.io/vuln/SNYK-PYTHON-PYWBEM-40238,pywbem,"[,0.7.0]",pip,"09 Dec, 2013",114,https://snyk.io/vuln/page/114,"[,0.7.0]",M,Unknown,"09 Dec, 2013",CVE-2013-6418,CWE-20,SNYK-PYTHON-PYWBEM-40238
1518525400-32259,http://f92dd709.ngrok.io,User Impersonation,https://snyk.io/vuln/SNYK-PYTHON-SLIXMPP-40456,slixmpp,"[1.0.post1,1.2.3]",pip,"09 Feb, 2017",47,https://snyk.io/vuln/page/47,"[1.0.post1,1.2.3]",M,Dr. Georg Lukas,"09 Feb, 2017",CVE-2017-5591,CWE-346,SNYK-PYTHON-SLIXMPP-40456
1518522326-32210,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-WEBLATE-40455,weblate,"[,2.10.1)",pip,"09 Jan, 2017",49,https://snyk.io/vuln/page/49,"[,2.10.1)",M,Jelle van der Waa,"09 Jan, 2017",CVE-2017-5537,CWE-200,SNYK-PYTHON-WEBLATE-40455
1518522206-32208,http://f92dd709.ngrok.io,Arbitrary Command Execution,https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40446,ansible,[2.1.3.0],pip,"09 Jan, 2017",49,https://snyk.io/vuln/page/49,[2.1.3.0],M,Unknown,"09 Jan, 2017",CVE-2016-9587,CWE-20,SNYK-PYTHON-ANSIBLE-40446
1518452908-31066,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40546,sentry,"[,7.7.0)",pip,"09 Jul, 2015",87,https://snyk.io/vuln/page/87,"[,7.7.0)",M,Unknown,"09 Jul, 2015",null,CWE-79,SNYK-PYTHON-SENTRY-40546
1518481091-31545,http://f92dd709.ngrok.io,Command Injection,https://snyk.io/vuln/SNYK-PYTHON-TEXTRACT-40374,textract,"[,1.5.0)",pip,"09 Jun, 2016",71,https://snyk.io/vuln/page/71,"[,1.5.0)",H,Pierre Ernst,"09 Jun, 2016",CVE-2016-10320,CWE-78,SNYK-PYTHON-TEXTRACT-40374
1518452387-30859,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40315,django,"[1.7,1.7.6)",pip,"09 Mar, 2015",94,https://snyk.io/vuln/page/94,"[1.7,1.7.6)",M,Unknown,"09 Mar, 2015",CVE-2015-2241,CWE-79,SNYK-PYTHON-DJANGO-40315
1518473639-31425,http://f92dd709.ngrok.io,Man-in-the-Middle (MitM),https://snyk.io/vuln/SNYK-PYTHON-PYTHONQPIDPROTON-40381,python-qpid-proton,"[,0.12.1)",pip,"09 Mar, 2016",75,https://snyk.io/vuln/page/75,"[,0.12.1)",M,Matthew Farrellee,"09 Mar, 2016",CVE-2016-2166,CWE-300,SNYK-PYTHON-PYTHONQPIDPROTON-40381
1518461261-31226,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-WGER-40595,wger,"[,1.7)",pip,"09 Nov, 2015",82,https://snyk.io/vuln/page/82,"[,1.7)",M,Unknown,"09 Nov, 2015",null,CWE-400,SNYK-PYTHON-WGER-40595
1518591224-33321,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-OVS-40697,ovs,"[,2.7.1)",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,2.7.1)",H,Bhargava Shastry,"20 May, 2017",CVE-2017-9214,CWE-191,SNYK-PYTHON-OVS-40697
1518591103-33319,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-OVS-40689,ovs,"[,2.7.2)",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,2.7.2)",H,Bhargava Shastry,"25 May, 2017",CVE-2017-9265,CWE-122,SNYK-PYTHON-OVS-40689
1518591164-33320,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-KALLITHEA-40692,kallithea,"[,0.2.1)",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,0.2.1)",M,Andrew Shadura,"11 Apr, 2015",CVE-2015-1864,CWE-79,SNYK-PYTHON-KALLITHEA-40692
1518591464-33325,http://f92dd709.ngrok.io,Authentication Bypass,https://snyk.io/vuln/SNYK-PYTHON-PYJWT-40693,pyjwt,"[,1.5.1)",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.5.1)",H,Unknown,"21 Jun, 2017",CVE-2017-11424,CWE-284,SNYK-PYTHON-PYJWT-40693
1518591284-33322,http://f92dd709.ngrok.io,Cross-Site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-PYTHONFEDORA-40694,python-fedora,"[,0.9.0)",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,0.9.0)",M,Unknown,"10 Apr, 2017",CVE-2017-1002150,CWE-352,SNYK-PYTHON-PYTHONFEDORA-40694
1518591404-33324,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-OVS-40696,ovs,"[,2.7.2)",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,2.7.2)",H,Bhargava Shastry,"03 Mar, 2017",CVE-2017-9264,CWE-122,SNYK-PYTHON-OVS-40696
1518591765-33330,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-SCRAPY-40690,scrapy,"[0,]",pip,"09 Nov, 2017",12,https://snyk.io/vuln/page/12,"[0,]",H,Mikhail Korobov,"04 Sep, 2017",CVE-2017-14158,CWE-400,SNYK-PYTHON-SCRAPY-40690
1518450872-30242,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-COLLECTIVEPORTLETTWITTER-40511,collective.portlet.twitter,"[,1.0b3)",pip,"09 Oct, 2013",115,https://snyk.io/vuln/page/115,"[,1.0b3)",M,David Beitey,"09 Oct, 2013",null,CWE-79,SNYK-PYTHON-COLLECTIVEPORTLETTWITTER-40511
1518451999-30720,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-AJENTI-40473,ajenti,"[1.2.20.0,1.2.22.13)",pip,"09 Oct, 2014",99,https://snyk.io/vuln/page/99,"[1.2.20.0,1.2.22.13)",M,Mehmet Ince,"09 Oct, 2014",null,CWE-79,SNYK-PYTHON-AJENTI-40473
1518496474-31793,http://f92dd709.ngrok.io,SQL injection,https://snyk.io/vuln/SNYK-PYTHON-PYCSW-40438,pycsw,"[,1.8.6), [1.10,1.10.5), [2,2.0.2)",pip,"09 Oct, 2016",63,https://snyk.io/vuln/page/63,"[,1.8.6), [1.10,1.10.5), [2,2.0.2)",H,Tom Kralidis,"09 Oct, 2016",CVE-2016-8640,CWE-89,SNYK-PYTHON-PYCSW-40438
1518450016-29898,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40053,django,"[1.2,1.2.2)",pip,"09 Sep, 2010",126,https://snyk.io/vuln/page/126,"[1.2,1.2.2)",M,Jeff Balogh,"09 Sep, 2010",CVE-2010-3082,null,SNYK-PYTHON-DJANGO-40053
1518450852-30233,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-PYXTRLOCK-40017,pyxtrlock,"[,0.2)",pip,"09 Sep, 2013",115,https://snyk.io/vuln/page/115,"[,0.2)",M,Unknown,"09 Sep, 2013",CVE-2013-4427,CWE-20,SNYK-PYTHON-PYXTRLOCK-40017
1518454411-31115,http://f92dd709.ngrok.io,HTTP Header Injection,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40354,zope2,"[2.13,2.13.25)",pip,"09 Sep, 2015",85,https://snyk.io/vuln/page/85,"[2.13,2.13.25)",L,Jan Pokorny,"09 Sep, 2015",CVE-2015-7318,null,SNYK-PYTHON-ZOPE2-40354
1518454471-31116,http://f92dd709.ngrok.io,Privilege Escalation,https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSKUPU-40352,products.kupu,"[,1.5.0b1]",pip,"09 Sep, 2015",85,https://snyk.io/vuln/page/85,"[,1.5.0b1]",M,Richard Mitchell,"09 Sep, 2015",CVE-2015-7317,CWE-264,SNYK-PYTHON-PRODUCTSKUPU-40352
1518450651-30145,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-HTML5LIB-40558,html5lib,"[,0.99999999), [1.0b1,1.0b9)",pip,"10 Apr, 2013",118,https://snyk.io/vuln/page/118,"[,0.99999999), [1.0b1,1.0b9)",M,Geoffrey Sneddon,"10 Apr, 2013",CVE-2016-9910,CWE-79,SNYK-PYTHON-HTML5LIB-40558
1518476524-31472,http://f92dd709.ngrok.io,XML External Entity (XXE) Injection,https://snyk.io/vuln/SNYK-PYTHON-PYTHONDOCX-40402,python-docx,"[,0.8.6)",pip,"10 Apr, 2016",74,https://snyk.io/vuln/page/74,"[,0.8.6)",H,Unknown,"10 Apr, 2016",CVE-2016-5851,CWE-611,SNYK-PYTHON-PYTHONDOCX-40402
1518450985-30279,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40242,plone,"[3.3,4.3.2]",pip,"10 Dec, 2013",113,https://snyk.io/vuln/page/113,"[3.3,4.3.2]",M,Unknown,"10 Dec, 2013",CVE-2013-7060,CWE-200,SNYK-PYTHON-PLONE-40242
1518450983-30278,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40244,plone,"[3.3,4.3.2]",pip,"10 Dec, 2013",113,https://snyk.io/vuln/page/113,"[3.3,4.3.2]",M,Unknown,"10 Dec, 2013",CVE-2013-7061,CWE-285,SNYK-PYTHON-PLONE-40244
1518451197-30372,http://f92dd709.ngrok.io,Insecure use of temporary file,https://snyk.io/vuln/SNYK-PYTHON-EYED3-40036,eyed3,"(,0.6.18],(,7.0.3]",pip,"10 Feb, 2014",110,https://snyk.io/vuln/page/110,"(,0.6.18],(,7.0.3]",M,Unknown,"10 Feb, 2014",CVE-2014-1934,CWE-59,SNYK-PYTHON-EYED3-40036
1518525460-32260,http://f92dd709.ngrok.io,User Impersonation,https://snyk.io/vuln/SNYK-PYTHON-SLEEKXMPP-40457,sleekxmpp,"[,1.3.1]",pip,"10 Feb, 2017",47,https://snyk.io/vuln/page/47,"[,1.3.1]",M,Dr. Georg Lukas,"10 Feb, 2017",CVE-2017-5591,CWE-346,SNYK-PYTHON-SLEEKXMPP-40457
1518451141-30347,http://f92dd709.ngrok.io,Insecure Defaults,https://snyk.io/vuln/SNYK-PYTHON-JINJA2-40028,jinja2,"[,2.7.2)",pip,"10 Jan, 2014",111,https://snyk.io/vuln/page/111,"[,2.7.2)",M,Unknown,"10 Jan, 2014",CVE-2014-1402,CWE-264,SNYK-PYTHON-JINJA2-40028
1518481211-31547,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-AIRFLOW-40467,airflow,"[,1.8)",pip,"10 Jun, 2016",71,https://snyk.io/vuln/page/71,"[,1.8)",M,Maxime Beauchemin,"10 Jun, 2016",null,null,SNYK-PYTHON-AIRFLOW-40467
1518531479-32357,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-BOTO3-40617,boto3,"[0,]",pip,"10 Mar, 2017",44,https://snyk.io/vuln/page/44,"[0,]",L,Dmitrii Izgurskii,"10 Mar, 2017",null,CWE-200,SNYK-PYTHON-BOTO3-40617
1518450415-30059,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSKUPU-40129,products.kupu,"[,1.5.1)",pip,"10 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,1.5.1)",M,Richard Mitchel,"10 Nov, 2012",CVE-2012-5496,CWE-399,SNYK-PYTHON-PRODUCTSKUPU-40129
1518450413-30058,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONEOPENID-40157,plone.openid,"[,2.0.1)",pip,"10 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,2.0.1)",M,Christian Heimes,"10 Nov, 2012",CVE-2012-5508,CWE-200,SNYK-PYTHON-PLONEOPENID-40157
1518450341-30025,http://f92dd709.ngrok.io,Authentication Bypass,https://snyk.io/vuln/SNYK-PYTHON-CIPHERGOOGLEPAM-40599,cipher.googlepam,"[,1.5.1)",pip,"10 Oct, 2012",122,https://snyk.io/vuln/page/122,"[,1.5.1)",H,Unknown,"10 Oct, 2012",null,CWE-287,SNYK-PYTHON-CIPHERGOOGLEPAM-40599
1518450881-30245,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-DJBLETS-40273,djblets,"[,1.6.19), [,0.7.15)",pip,"10 Oct, 2013",114,https://snyk.io/vuln/page/114,"[,1.6.19), [,0.7.15)",M,Frederik Braun,"10 Oct, 2013",CVE-2013-4409,null,SNYK-PYTHON-DJBLETS-40273
1518450323-30016,http://f92dd709.ngrok.io,Improper Access Control,https://snyk.io/vuln/SNYK-PYTHON-MOIN-40103,moin,"[1.9,1.9.5)",pip,"10 Sep, 2012",122,https://snyk.io/vuln/page/122,"[1.9,1.9.5)",M,Unknown,"10 Sep, 2012",CVE-2012-4404,CWE-284,SNYK-PYTHON-MOIN-40103
1518454711-31120,http://f92dd709.ngrok.io,HTTP Response Splitting,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40355,plone,"[3,4.0)",pip,"10 Sep, 2015",85,https://snyk.io/vuln/page/85,"[3,4.0)",L,Unknown,"10 Sep, 2015",CVE-2015-7318,CWE-113,SNYK-PYTHON-PLONE-40355
1518454651-31119,http://f92dd709.ngrok.io,Unauthorized User Creation,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40345,plone,"[,4.3.7)",pip,"10 Sep, 2015",85,https://snyk.io/vuln/page/85,"[,4.3.7)",H,Unknown,"10 Sep, 2015",CVE-2015-7315,null,SNYK-PYTHON-PLONE-40345
1518454531-31117,http://f92dd709.ngrok.io,TLS Truncation Attack,https://snyk.io/vuln/SNYK-PYTHON-CRYPTOGRAPHY-40478,cryptography,"[,1.1)",pip,"10 Sep, 2015",85,https://snyk.io/vuln/page/85,"[,1.1)",M,Unknown,"10 Sep, 2015",null,null,SNYK-PYTHON-CRYPTOGRAPHY-40478
1518454771-31121,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40353,plone,"[3.3,4.2.7]",pip,"10 Sep, 2015",85,https://snyk.io/vuln/page/85,"[3.3,4.2.7]",M,Unknown,"10 Sep, 2015",CVE-2015-7317,null,SNYK-PYTHON-PLONE-40353
1518454591-31118,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40350,plone,"[,4.3.7)",pip,"10 Sep, 2015",85,https://snyk.io/vuln/page/85,"[,4.3.7)",M,Unknown,"10 Sep, 2015",CVE-2015-7316,CWE-79,SNYK-PYTHON-PLONE-40350
1518491066-31706,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-BISETHEME-40505,bise.theme,"[,2.4)",pip,"10 Sep, 2016",66,https://snyk.io/vuln/page/66,"[,2.4)",H,Unknown,"10 Sep, 2016",null,CWE-79,SNYK-PYTHON-BISETHEME-40505
1518450082-29918,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-FEEDPARSER-40066,feedparser,"[,5.0.1]",pip,"11 Apr, 2011",125,https://snyk.io/vuln/page/125,"[,5.0.1]",M,Unknown,"11 Apr, 2011",CVE-2011-1158,CWE-79,SNYK-PYTHON-FEEDPARSER-40066
1518450078-29916,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-FEEDPARSER-40065,feedparser,"[,5.0.1]",pip,"11 Apr, 2011",125,https://snyk.io/vuln/page/125,"[,5.0.1]",M,Unknown,"11 Apr, 2011",CVE-2011-1157,CWE-79,SNYK-PYTHON-FEEDPARSER-40065
1518450080-29917,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-FEEDPARSER-40064,feedparser,"[,5.0.1]",pip,"11 Apr, 2011",125,https://snyk.io/vuln/page/125,"[,5.0.1]",M,Unknown,"11 Apr, 2011",CVE-2011-1156,CWE-399,SNYK-PYTHON-FEEDPARSER-40064
1518476584-31473,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40444,pillow,"[,3.3.2)",pip,"11 Apr, 2016",74,https://snyk.io/vuln/page/74,"[,3.3.2)",H,Unknown,"11 Apr, 2016",CVE-2016-9190,null,SNYK-PYTHON-PILLOW-40444
1518537851-32461,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40462,ansible,"[1.9,1.9.7)",pip,"11 Apr, 2017",41,https://snyk.io/vuln/page/41,"[1.9,1.9.7)",L,Li Qiang,"11 Apr, 2017",CVE-2017-7466,CWE-20,SNYK-PYTHON-ANSIBLE-40462
1518504166-31917,http://f92dd709.ngrok.io,Authentication Bypass,https://snyk.io/vuln/SNYK-PYTHON-BORGBACKUP-40370,borgbackup,"[,1.0.9)",pip,"11 Dec, 2016",59,https://snyk.io/vuln/page/59,"[,1.0.9)",M,Marian Beermann,"11 Dec, 2016",CVE-2016-10099,CWE-290,SNYK-PYTHON-BORGBACKUP-40370
1518504106-31916,http://f92dd709.ngrok.io,Arbitrary File Overwrite,https://snyk.io/vuln/SNYK-PYTHON-BORGBACKUP-40371,borgbackup,"[,1.0.9)",pip,"11 Dec, 2016",59,https://snyk.io/vuln/page/59,"[,1.0.9)",L,Unknown,"11 Dec, 2016",CVE-2016-10100,CWE-264,SNYK-PYTHON-BORGBACKUP-40371
1518451202-30374,http://f92dd709.ngrok.io,Symlink Attack,https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40035,pillow,"[,2.3.1)",pip,"11 Feb, 2014",110,https://snyk.io/vuln/page/110,"[,2.3.1)",M,Jakub Wilk,"11 Feb, 2014",CVE-2014-1933,CWE-264,SNYK-PYTHON-PILLOW-40035
1518451200-30373,http://f92dd709.ngrok.io,Symlink Attack,https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40034,pillow,"[,2.3.1)",pip,"11 Feb, 2014",110,https://snyk.io/vuln/page/110,"[,2.3.1)",M,Jakub Wilk,"11 Feb, 2014",CVE-2014-1932,CWE-59,SNYK-PYTHON-PILLOW-40034
1518610789-33635,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MAPPROXY-42048,mapproxy,"[,1.10.4)",pip,"11 Feb, 2018",1,https://snyk.io/vuln/page/1,"[,1.10.4)",M,Unknown,"17 Jul, 2017",CVE-2017-1000426,CWE-79,SNYK-PYTHON-MAPPROXY-42048
1518450041-29905,http://f92dd709.ngrok.io,Cryptographic Issues,https://snyk.io/vuln/SNYK-PYTHON-KEYRING-40004,keyring,"(,0.9]",pip,"11 Jan, 2011",126,https://snyk.io/vuln/page/126,"(,0.9]",M,Unknown,"11 Jan, 2011",CVE-2012-4571,CWE-310,SNYK-PYTHON-KEYRING-40004
1518605491-33550,http://f92dd709.ngrok.io,Insecure Encryption,https://snyk.io/vuln/SNYK-PYTHON-OIC-40768,oic,"[,0.11.0.0)",pip,"11 Jan, 2018",4,https://snyk.io/vuln/page/4,"[,0.11.0.0)",M,Michael Schlenker,"08 May, 2017",null,CWE-329,SNYK-PYTHON-OIC-40768
1518450006-29893,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PYTHONCJSON-40046,python-cjson,"[1.0.0,1.0.5.1)",pip,"11 Jul, 2010",126,https://snyk.io/vuln/page/126,"[1.0.0,1.0.5.1)",M,Matt Giuca,"11 Jul, 2010",CVE-2010-1666,CWE-400,SNYK-PYTHON-PYTHONCJSON-40046
1518452827-31033,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-FABRIC-40623,fabric,"[0.9.0,1.13.1]",pip,"11 Jun, 2015",88,https://snyk.io/vuln/page/88,"[0.9.0,1.13.1]",L,Andrei Sura,"11 Jun, 2015",null,CWE-200,SNYK-PYTHON-FABRIC-40623
1518452590-30927,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PYTHONDBUSMOCK-40309,python-dbusmock,"[,0.15.1)",pip,"11 May, 2015",92,https://snyk.io/vuln/page/92,"[,0.15.1)",H,Simon McVittie,"11 May, 2015",CVE-2015-1326,CWE-94,SNYK-PYTHON-PYTHONDBUSMOCK-40309
1518450132-29941,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40081,django,"[,1.2.7), [1.3,1.3.1)",pip,"11 Sep, 2011",125,https://snyk.io/vuln/page/125,"[,1.2.7), [1.3,1.3.1)",M,Paul McMillan,"11 Sep, 2011",CVE-2011-4137,CWE-399,SNYK-PYTHON-DJANGO-40081
1518450128-29939,http://f92dd709.ngrok.io,Cache Poisoning,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40083,django,"[,1.2.7), [1.3,1.3.1)",pip,"11 Sep, 2011",125,https://snyk.io/vuln/page/125,"[,1.2.7), [1.3,1.3.1)",M,Django Core Development Team,"11 Sep, 2011",CVE-2011-4139,CWE-20,SNYK-PYTHON-DJANGO-40083
1518450124-29937,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40085,django,"[,1.2.7), [1.3,1.3.1)",pip,"11 Sep, 2011",125,https://snyk.io/vuln/page/125,"[,1.2.7), [1.3,1.3.1)",L,Julien Phalip,"11 Sep, 2011",null,CWE-352,SNYK-PYTHON-DJANGO-40085
1518450126-29938,http://f92dd709.ngrok.io,Cross-site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40084,django,"[,1.2.7), [1.3,1.3.1)",pip,"11 Sep, 2011",125,https://snyk.io/vuln/page/125,"[,1.2.7), [1.3,1.3.1)",M,Mozilla,"11 Sep, 2011",CVE-2011-4140,CWE-352,SNYK-PYTHON-DJANGO-40084
1518450134-29942,http://f92dd709.ngrok.io,Session Manipulation,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40079,django,"[,1.2.7), [1.3,1.3.1)",pip,"11 Sep, 2011",125,https://snyk.io/vuln/page/125,"[,1.2.7), [1.3,1.3.1)",M,Paul McMillan,"11 Sep, 2011",CVE-2011-4136,CWE-20,SNYK-PYTHON-DJANGO-40079
1518450130-29940,http://f92dd709.ngrok.io,Arbitrary Request Generation,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40082,django,"[,1.2.7), [1.3,1.3.1)",pip,"11 Sep, 2011",125,https://snyk.io/vuln/page/125,"[,1.2.7), [1.3,1.3.1)",M,Paul McMillan,"11 Sep, 2011",CVE-2011-4138,CWE-20,SNYK-PYTHON-DJANGO-40082
1518450656-30147,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSPOI-40596,products.poi,"[,2.2.3)",pip,"12 Apr, 2013",118,https://snyk.io/vuln/page/118,"[,2.2.3)",M,Luca Fabbri,"12 Apr, 2013",null,CWE-200,SNYK-PYTHON-PRODUCTSPOI-40596
1518488782-31669,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40549,sentry,"[8,8.8.0)",pip,"12 Aug, 2016",67,https://snyk.io/vuln/page/67,"[8,8.8.0)",M,Matt Robenolt,"12 Aug, 2016",null,CWE-79,SNYK-PYTHON-SENTRY-40549
1518504286-31919,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-FLOWER-40603,flower,"[,0.9.1]",pip,"12 Dec, 2016",59,https://snyk.io/vuln/page/59,"[,0.9.1]",M,Anton Prokhorov,"12 Dec, 2016",null,CWE-79,SNYK-PYTHON-FLOWER-40603
1518611692-33650,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-42052,plone,"[,4.3.16), [5,5.1.0)",pip,"12 Feb, 2018",1,https://snyk.io/vuln/page/1,"[,4.3.16), [5,5.1.0)",M,Zhouyuan Yang,"20 Jan, 2017",CVE-2017-1000482,CWE-79,SNYK-PYTHON-PLONE-42052
